url,published,title,content,lang,domain_url,parent_url,porn_level,fluency_level,sentiment,post_type,tags_internal,images.url,videos.url,matched_profile,article_extended_attributes.facebook_likes,article_extended_attributes.facebook_shares,source_extended_attributes.facebook_followers,article_extended_attributes.url_views,article_extended_attributes.instagram_likes,source_extended_attributes.instagram_followers,article_extended_attributes.twitter_likes,article_extended_attributes.twitter_shares,article_extended_attributes.twitter_retweets,source_extended_attributes.twitter_followers,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.short_name,extra_author_attributes.description,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,engagement,reach,word_count,noise_category
http://twitter.com/MLNY/status/1375442327704104970,03/26/21 9:39:40 AM,,"RT @mataliandy: @sitnspin I think millions of white people need to be out there distributing food and water, and chairs and umbrellas, and whatever else is needed. We need to take the brunt of the police response, as our thanks to Black people for their time and effort.",en,http://twitter.com/,http://twitter.com/mataliandy/status/1375422391740993539,0,100,0,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,1199,New York City,-73.9764404296875,40.75103759765625,Mike recommends checking sources & applying logic,0,DAY,MALE,MLNY,"Software documentation. Music media. Audience-supported journalism. Actual democracy & ending corp welfare is good, so #MoneyOutOfPolitics #RCV ETC",http://twitter.com/MLNY/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,1199,48,
http://twitter.com/TIndependent20/status/1377091376467349516,03/30/21 10:52:23 PM,,RT @AndrewYang: Giving out fresh produce at the St Ann’s food pantry in Brooklyn today - Jarvis the dog is the unofficial mascot. 👍 https://t.co/Ns9h77S8EB,en,http://twitter.com/,http://twitter.com/AndrewYang/status/1376939121990598659,0,86,5,IMAGE,"containsImage,hasImage,isComment,isRepost,isEdited",http://pbs.twimg.com/media/ExveE_IXEAAL539.jpg,,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,2260,New York City,-73.9764404296875,40.75103759765625,𝕀𝕟𝕕𝕪 ℙ𝕖𝕟𝕕𝕒𝕟𝕥 🧢,0,DAY,UNKNOWN,TIndependent20,"Tech worker, independent * Healthcare is a human right. * Poverty should be abolished via 💵 directly. * Addiction is not a crime.  #Yang2024",http://twitter.com/TIndependent20/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,2260,23,
http://twitter.com/Chayil7/status/1376193389025198085,03/28/21 11:24:07 AM,,"RT @rontkim: While our constituents waited hours on food pantry lines not knowing how they can pay for rent, Cuomo’s family members were getting VIP test treatments with taxpayers' money. https://t.co/leQ1EigCWF",en,http://twitter.com/,http://twitter.com/rontkim/status/1376059807187267591,0,100,-5,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,879,New York City,-73.9764404296875,40.75103759765625,Ree,0,DAY,FEMALE,Chayil7,"if I block you... it's not what you said, it's how you said it.",http://twitter.com/Chayil7/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,879,31,
