url,published,title,content,lang,domain_url,parent_url,porn_level,fluency_level,sentiment,post_type,tags_internal,images.url,videos.url,matched_profile,article_extended_attributes.facebook_likes,article_extended_attributes.facebook_shares,source_extended_attributes.facebook_followers,article_extended_attributes.url_views,article_extended_attributes.instagram_likes,source_extended_attributes.instagram_followers,article_extended_attributes.twitter_likes,article_extended_attributes.twitter_shares,article_extended_attributes.twitter_retweets,source_extended_attributes.twitter_followers,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.short_name,extra_author_attributes.description,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,engagement,reach,word_count,noise_category
http://twitter.com/AmazeLady8/status/1309311685333839873,09/24/20 10:00:06 PM,,"RT @nytimesbusiness: John Mackey, the founder of Whole Foods, blames obesity on bad decisions by consumers rather than lack of access to healthy food. ""It’s less about access and more about people making poor choices, mostly due to ignorance."" https://t.co/IvDFUcAvJj",en,http://twitter.com/,http://twitter.com/nytimesbusiness/status/1309240349714518016,0,100,-5,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Healthy Foods (Eng),0,0,0,0,0,0,0,0,0,349,New York City,-73.9764404296875,40.75103759765625,Amy Styler 💞,0,DAY,FEMALE,AmazeLady8,Conservative. Vegan. Representing the GOP straight up from the NC!! all day eerday MAGA💯 tweet tweet!! ❤,http://twitter.com/AmazeLady8/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,349,40,
http://twitter.com/diethealth_tips/status/1303876479735005189,09/09/20 10:02:32 PM,,RT @OnFitnessHealth: Healthy Eating Tips https://t.co/3UBjtiyRsN #weightloss #fatloss #Health #healthy #diet #exercise #fitness #tips https://t.co/ByKdgQ890A,en,http://twitter.com/,http://twitter.com/OnFitnessHealth/status/1303872119286231040,0,0,5,IMAGE,"containsImage,hasImage,isComment,isRepost,isEdited",http://pbs.twimg.com/media/EhhIyI4WAAEsiLD.jpg,,SEARCH / Food Access / Healthy Foods (Eng),0,0,0,0,0,0,0,0,0,1241,New York City,-73.9764404296875,40.75103759765625,DietHealthNutrition,0,DAY,UNKNOWN,diethealth_tips,"Daily tips on #health, #nutrition, #fitness and more! Helping you be the best you can be, everyday!",http://twitter.com/diethealth_tips/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,1241,15,
http://twitter.com/triaea/status/1308119325849591808,09/21/20 3:02:05 PM,,Ultima semana de que me le metan sopita escondido de mi a la comida que estoy haciendo 🙏🏾,es,http://twitter.com/,http://twitter.com/triaea/status/1308119325849591808,0,100,5,TEXT,isEdited,,,SEARCH / Food Access / Healthy foods (Sp),0,0,0,0,0,0,0,0,0,472,New York City,-73.9764404296875,40.75103759765625,Triana,0,DAY,FEMALE,triaea,🇩🇴👩🏾‍⚕️Physician. RMA. IM/ Peds enthusiast. UNPHU ‘20. Some people call me doctor others la profe.,http://twitter.com/triaea/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,472,17,
