url,published,title,content,lang,domain_url,parent_url,porn_level,fluency_level,sentiment,post_type,tags_internal,images.url,videos.url,matched_profile,article_extended_attributes.facebook_likes,article_extended_attributes.facebook_shares,source_extended_attributes.facebook_followers,article_extended_attributes.url_views,article_extended_attributes.instagram_likes,source_extended_attributes.instagram_followers,article_extended_attributes.twitter_likes,article_extended_attributes.twitter_shares,article_extended_attributes.twitter_retweets,source_extended_attributes.twitter_followers,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.short_name,extra_author_attributes.description,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,engagement,reach,word_count,noise_category
http://twitter.com/OMGhast/status/1330985084372086785,11/23/20 4:22:27 PM,,"RT @AOC: People across the country are going hungry, COVID is set to explode, and Mitch McConnell dismissed the Senate last week. I don’t know how these people can sleep at night. I really don’t.",en,http://twitter.com/,http://twitter.com/AOC/status/1330968785659064325,0,100,-5,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,28,New York City,-73.9764404296875,40.75103759765625,Nick P,0,DAY,MALE,OMGhast,Dumb gay nerd,http://twitter.com/OMGhast/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,28,35,
http://twitter.com/ahsoka_13/status/1330969178174418946,11/23/20 3:19:14 PM,,"RT @AOC: People across the country are going hungry, COVID is set to explode, and Mitch McConnell dismissed the Senate last week. I don’t know how these people can sleep at night. I really don’t.",en,http://twitter.com/,http://twitter.com/AOC/status/1330968785659064325,0,100,-5,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,1065,New York City,-73.9764404296875,40.75103759765625,Salud para el pueblo 🌻,0,DAY,MALE,ahsoka_13,"Community Health Education M.P.H student, Health Policy, Research. ⚕️📚",http://twitter.com/ahsoka_13/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,1065,35,
http://twitter.com/Fitchings15/status/1331033930540011520,11/23/20 7:36:33 PM,,"RT @AOC: People across the country are going hungry, COVID is set to explode, and Mitch McConnell dismissed the Senate last week. I don’t know how these people can sleep at night. I really don’t.",en,http://twitter.com/,http://twitter.com/AOC/status/1330968785659064325,0,100,-5,TEXT,"isComment,isRepost,isEdited",,,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,50,New York City,-73.9764404296875,40.75103759765625,Crystal Billings,0,DAY,FEMALE,Fitchings15,,http://twitter.com/Fitchings15/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,50,35,
