url,published,title,content,lang,domain_url,parent_url,porn_level,fluency_level,sentiment,post_type,tags_internal,images.url,videos.url,matched_profile,article_extended_attributes.facebook_likes,article_extended_attributes.facebook_shares,source_extended_attributes.facebook_followers,article_extended_attributes.url_views,article_extended_attributes.instagram_likes,source_extended_attributes.instagram_followers,article_extended_attributes.twitter_likes,article_extended_attributes.twitter_shares,article_extended_attributes.twitter_retweets,source_extended_attributes.twitter_followers,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.short_name,extra_author_attributes.description,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,engagement,reach,word_count,noise_category
http://twitter.com/TCCNewYork/status/1268952417829359619,06/05/20 1:06:47 PM,,"RT @tccbrooklyn: Kindness spreads out by sharing.We were able to distribute food to over 100 families in need in Brooklyn with the help of @BklynFoundation, @SenatorPersaud, American Bangladeshi Community and our volunteers.We wish for the safety and wellbeing of everyone during this time. https://t.co/09H9nSAAmx",en,http://twitter.com/,http://twitter.com/tccbrooklyn/status/1268950602345783296,0,100,5,VIDEO,"containsVideo,hasImage,isComment,isRepost,isEdited",http://pbs.twimg.com/ext_tw_video_thumb/1268950447395680256/pu/img/vTzDeWeYYDsJYgLM.jpg,https://video.twimg.com/ext_tw_video/1268950447395680256/pu/vid/480x270/Z_Squ5CoX_vw3nU-.mp4?tag=10,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,2328,New York City,-73.9764404296875,40.75103759765625,TCC New York,0,DAY,MALE,TCCNewYork,The Turkish Cultural Center is a non-profit organization devoted to the promotion of Turkish Culture and Language in New York and the United States of America.,http://twitter.com/TCCNewYork/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,2328,44,
http://twitter.com/gschoppe/status/1281592273487175680,07/10/20 10:13:03 AM,,"@GoyaFoods Let's be real clear. I'll be ""goya giving"" every one of your products currently in my pantry to the food bank, then purchasing exclusively from your competitors. As an American of Latin descent, you sicken me.",en,http://twitter.com/,http://twitter.com/GoyaFoods/status/1281561396774404097,0,100,-5,TEXT,"isComment,isTwitterReply,isEdited",,,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,239,New York City,-73.9764404296875,40.75103759765625,"Greg ""this is fine"" Schoppe",0,DAY,MALE,gschoppe,"Software Engineer @ Google.  above average programmer, below average guitarist, mediocre comedian  he|him",http://twitter.com/gschoppe/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,239,37,
http://twitter.com/feedmorewny/status/1307311151441682432,09/19/20 9:30:41 AM,,"More than 79,500 children in WNY may struggle with hunger due to the pandemic. Our BackPack program, designated baby needs pantries and school pantries provide food access to those who need assistance. 🏈Join us for Day 2 of #HuddleForHunger: https://t.co/tUYPl3b92a #BillsMafia",en,http://twitter.com/,http://twitter.com/feedmorewny/status/1307311151441682432,0,100,0,LINK,isEdited,,,SEARCH / Food Access / Food Pantries,0,0,0,0,0,0,0,0,0,567,New York City,-73.9764404296875,40.75103759765625,FeedMore WNY,0,DAY,UNKNOWN,feedmorewny,"FeedMore WNY offers dignity, hope and a brighter future by providing nutritious food, friendship and skills training to its Western New York neighbors in need.",http://twitter.com/feedmorewny/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,567,41,
