url,published,title,content,lang,domain_url,parent_url,porn_level,fluency_level,sentiment,post_type,tags_internal,images.url,videos.url,matched_profile,article_extended_attributes.facebook_likes,article_extended_attributes.facebook_shares,source_extended_attributes.facebook_followers,article_extended_attributes.url_views,article_extended_attributes.instagram_likes,source_extended_attributes.instagram_followers,article_extended_attributes.twitter_likes,article_extended_attributes.twitter_shares,article_extended_attributes.twitter_retweets,source_extended_attributes.twitter_followers,extra_article_attributes.world_data.city,extra_article_attributes.world_data.longitude,extra_article_attributes.world_data.latitude,extra_author_attributes.name,extra_author_attributes.birthdate.date,extra_author_attributes.birthdate.resolution,extra_author_attributes.gender,extra_author_attributes.short_name,extra_author_attributes.description,extra_author_attributes.url,extra_author_attributes.world_data.continent,extra_author_attributes.world_data.country,extra_author_attributes.world_data.country_code,extra_author_attributes.world_data.region,extra_author_attributes.world_data.city,extra_source_attributes.world_data.continent,extra_source_attributes.world_data.country,extra_source_attributes.world_data.country_code,extra_source_attributes.world_data.region,extra_source_attributes.world_data.city,engagement,reach,word_count,noise_category
http://twitter.com/vtactile/status/1301346771239612419,09/02/20 10:30:22 PM,,Omg im so hungry and theres only mamitas,de,http://twitter.com/,http://twitter.com/vtactile/status/1301346771239612419,0,100,-5,TEXT,,,,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,119,New York City,-73.9764404296875,40.75103759765625,☻︎sᴜɪᴄɪᴅᴀʟᴛʜᴏᴛ☹︎,0,DAY,FEMALE,vtactile,𝑙𝑒𝑠𝑡 𝑢 𝑓𝑜𝑟𝑔𝑒𝑡 𝑑𝑜𝑔 𝑎𝑠 𝑚𝑦 𝑤𝑖𝑡𝑛𝑒𝑠𝑠 (;´༎ຶٹ༎ຶ`),http://twitter.com/vtactile/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,119,8,
http://twitter.com/Haris92407021/status/1303136159741083649,09/07/20 9:00:46 PM,,RT @NYfetishGuy_: What can I say…I was hungry 😈👣 Happy Foot Friday guys!! Part 1 of the fun with @thepigstallion https://t.co/kPkEsv5RD4 https://t.co/RmTeH6oC0l,en,http://twitter.com/,http://twitter.com/NYfetishGuy_/status/1299339239591739394,100,22,5,VIDEO,"containsVideo,hasImage,isComment,isRepost",http://pbs.twimg.com/ext_tw_video_thumb/1299339120431435777/pu/img/2djMIrO63XwnpFk7.jpg,https://video.twimg.com/ext_tw_video/1299339120431435777/pu/vid/404x270/TC_-zv33EWKU0i8v.mp4?tag=10,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,22,New York City,-73.9764404296875,40.75103759765625,Haris,0,DAY,MALE,Haris92407021,,http://twitter.com/Haris92407021/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,22,22,
http://twitter.com/MaraContrerasT1/status/1300923088109010945,09/01/20 6:26:48 PM,,"RT @Max_Martin_R: Desde nuestro propio Parlamento hicieron un llamado a destruír Chile. Diputados sin escrúpulos defendiendo la violencia, convenciendo a sus seguidores de que tienen Hambre ganando $ 20 Millones mensuales. Levanta la mano si estás de acuerdo con el #Rechazo #ChileUnidoRechaza https://t.co/ZYQ7epCPjk",es,http://twitter.com/,http://twitter.com/Max_Martin_R/status/1300888839779688449,0,97,0,VIDEO,"containsVideo,hasImage,isComment,isRepost",http://pbs.twimg.com/ext_tw_video_thumb/1300888692710617093/pu/img/fqV_mrptYYYteo-8.jpg,https://video.twimg.com/ext_tw_video/1300888692710617093/pu/vid/480x270/CzaSg1v4Kw1oLauT.mp4?tag=10,SEARCH / Food Access / Food Insecurity,0,0,0,0,0,0,0,0,0,1899,New York City,-73.9764404296875,40.75103759765625,María Contreras Torres,0,DAY,FEMALE,MaraContrerasT1,,http://twitter.com/MaraContrerasT1/,North America,United States,us,New York,New York City,North America,United States,us,New York,New York City,0,1899,42,
